AAD_AUSDRUCKDETAIL;BIL.AAD_AUSDRUCKDETAIL
LNG_ANZEIGETEXT_TUR;LNG_ANZEIGETEXT_TUR
LNG_ANZEIGETEXT_FRA;LNG_ANZEIGETEXT_FRA
LNG_LAST_DATE;LNG_LAST_DATE
LNG_PROJECTNR;LNG_PROJECTNR
LNG_HINWEIS;LNG_HINWEIS
LNG_TEXT;LNG_TEXT
LNG_TEXT_ENG;LNG_TEXT_ENG
LNG_TEXT_CZH;LNG_TEXT_CZH
LNG_TEXT_ITA;LNG_TEXT_ITA
LNG_TEXT_HUN;LNG_TEXT_HUN
LNG_TEXT_SLO;LNG_TEXT_SLO
LNG_TEXT_DEU;LNG_TEXT_DEU
LNG_TEXT_SCH;LNG_TEXT_SCH
LNG_TEXT_KRO;LNG_TEXT_KRO
LNG_LAST_USER;LNG_LAST_USER
LNG_AENDERUNGSDATUM_OES;LNG_AENDERUNGSDATUM_OES
LNG_AENDERUNGSDATUM_DEU;LNG_AENDERUNGSDATUM_DEU
LNG_AENDERUNGSDATUM_ENG;LNG_AENDERUNGSDATUM_ENG
LNG_AENDERUNGSDATUM_SCH;LNG_AENDERUNGSDATUM_SCH
LNG_AENDERUNGSDATUM_CZH;LNG_AENDERUNGSDATUM_CZH
LNG_AENDERUNGSDATUM_HUN;LNG_AENDERUNGSDATUM_HUN
LNG_AENDERUNGSDATUM_SVK;LNG_AENDERUNGSDATUM_SVK
LNG_AENDERUNGSDATUM_SLO;LNG_AENDERUNGSDATUM_SLO
LNG_AENDERUNGSDATUM_ITA;LNG_AENDERUNGSDATUM_ITA
LNG_AENDERUNGSDATUM_KRO;LNG_AENDERUNGSDATUM_KRO
LNG_AENDERUNGSDATUM_TUR;LNG_AENDERUNGSDATUM_TUR
LNG_AENDERUNGSDATUM_FRA;LNG_AENDERUNGSDATUM_FRA
LNG_LETZTERUSER_OES;LNG_LETZTERUSER_OES
LNG_LETZTERUSER_DEU;LNG_LETZTERUSER_DEU
LNG_LETZTERUSER_ENG;LNG_LETZTERUSER_ENG
LNG_LETZTERUSER_SCH;LNG_LETZTERUSER_SCH
LNG_LETZTERUSER_CZH;LNG_LETZTERUSER_CZH
LNG_LETZTERUSER_HUN;LNG_LETZTERUSER_HUN
LNG_LETZTERUSER_SVK;LNG_LETZTERUSER_SVK
LNG_LETZTERUSER_SLO;LNG_LETZTERUSER_SLO
LNG_LETZTERUSER_ITA;LNG_LETZTERUSER_ITA
LNG_LETZTERUSER_KRO;LNG_LETZTERUSER_KRO
LNG_LETZTERUSER_TUR;LNG_LETZTERUSER_TUR
LNG_LETZTERUSER_FRA;LNG_LETZTERUSER_FRA
LNG_BERECHTPAKETNR;LNG_BERECHTPAKETNR
LNG_EDIT_DOG;LNG_EDIT_DOG
LNG_SHOW_DOG;LNG_SHOW_DOG
LNG_INAKTIV;LNG_INAKTIV
LNG_AENDERUNGSDATUM;LNG_AENDERUNGSDATUM
LNG_ERSTELLDATUM;LNG_ERSTELLDATUM
LNG_ERSTELLUSER;LNG_ERSTELLUSER
LNG_LETZTERUSER;LNG_LETZTERUSER
LNG_TEXT_FRA;LNG_TEXT_FRA
LNG_TEXT_TUR;LNG_TEXT_TUR
LNG_TEXT_SVK;LNG_TEXT_SVK
LNG_NLSOK_POL;LNG_NLSOK_POL
LNG_ANZEIGETEXT_POL;LNG_ANZEIGETEXT_POL
LNG_TEXT_POL;LNG_TEXT_POL
LNG_AENDERUNGSDATUM_POL;LNG_AENDERUNGSDATUM_POL
LNG_LETZTERUSER_POL;LNG_LETZTERUSER_POL
LNG_NLSOK_RUS;LNG_NLSOK_RUS
LNG_TEXT_RUS;LNG_TEXT_RUS
LNG_ANZEIGETEXT_RUS;LNG_ANZEIGETEXT_RUS
LNG_AENDERUNGSDATUM_RUS;LNG_AENDERUNGSDATUM_RUS
LNG_LETZTERUSER_RUS;LNG_LETZTERUSER_RUS
LPF_LIZENZZULFDNR (PK);LPF_LIZENZZULFDNR
LPF_FUNKTIONSNR;LPF_FUNKTIONSNR
LPF_NTCSBMDHAUPTPAKETNR;LPF_NTCSBMDHAUPTPAKETNR
LPF_NTCSBMDUNTERPAKETNR;LPF_NTCSBMDUNTERPAKETNR
MLX_MLXID (PK);MLX_MLXID
MLX_FILENAME;MLX_FILENAME
MLX_LEAKTYPE;MLX_LEAKTYPE
MLX_LEAKSIZE;MLX_LEAKSIZE
MLX_CALLSTACK;MLX_CALLSTACK
MLX_AENDERUNGSDATUM;MLX_AENDERUNGSDATUM
MLX_ERSTELLDATUM;MLX_ERSTELLDATUM
MLX_ERSTELLUSER;MLX_ERSTELLUSER
MLX_LETZTERUSER;MLX_LETZTERUSER
MSG_PACKAGE (PK);MSG_PACKAGE
MSG_MSGLFDNR (PK);MSG_MSGLFDNR
MSG_TITLE_NLSID;MSG_TITLE_NLSID
MSG_TEXT_NLSID;MSG_TEXT_NLSID
MSG_BUTTONS_NLSID;MSG_BUTTONS_NLSID
MSG_AENDERUNGSDATUM;MSG_AENDERUNGSDATUM
MSG_ERSTELLDATUM;MSG_ERSTELLDATUM
MSG_ERSTELLUSER;MSG_ERSTELLUSER
MSG_LETZTERUSER;MSG_LETZTERUSER
MSG_IMAGENAME;MSG_IMAGENAME
MSG_DEFAULTID;MSG_DEFAULTID
MSG_ESCAPEID;MSG_ESCAPEID
MSG_KIND;MSG_KIND
MSG_SHOWAGAIN;MSG_SHOWAGAIN
MSG_SHOWAGAINTEXT;MSG_SHOWAGAINTEXT
MSG_HLDID;MSG_HLDID
MSG_HELPANCHOR;MSG_HELPANCHOR
MSG_PRO_FIRMENNR;MSG_PRO_FIRMENNR
MSG_PROJEKTNR;MSG_PROJEKTNR
MSG_PROJEKTTYP;MSG_PROJEKTTYP
NLS_GROUP_ID (PK);NLS_GROUP_ID
NLS_FIELD_ID (PK);NLS_FIELD_ID
NTC_NTCSARTIKELNR (PK);NTC_NTCSARTIKELNR
NTC_NTCSARTIKELBEZ;NTC_NTCSARTIKELBEZ
NTC_NTCSBMDPAKETNR;NTC_NTCSBMDPAKETNR
NTC_NTCSSCHEMA;NTC_NTCSSCHEMA
NTC_BMDGRUPPENBEZ;NTC_BMDGRUPPENBEZ
NTC_NTCSHAUPTPAKET;NTC_NTCSHAUPTPAKET
NTC_AENDERUNGSDATUM;NTC_AENDERUNGSDATUM
NTC_ERSTELLDATUM;NTC_ERSTELLDATUM
NTC_ERSTELLUSER;NTC_ERSTELLUSER
NTC_LETZTERUSER;NTC_LETZTERUSER
NTC_CONSTNAME;NTC_CONSTNAME
NTC_USERLIZENZ_ARTIKEL;NTC_USERLIZENZ_ARTIKEL
NTC_BMDCOM_ARTIKEL;NTC_BMDCOM_ARTIKEL
NTC_BMDWEB_ARTIKEL;NTC_BMDWEB_ARTIKEL
NTC_LANDNR;NTC_LANDNR
NTC_LIZENZTYP;NTC_LIZENZTYP
NTC_BMDWEB2_ARTIKEL;NTC_BMDWEB2_ARTIKEL
NTC_BMDWEB2_PAKETZU;NTC_BMDWEB2_PAKETZU
SCB_SCRNR (PK);SCB_SCRNR
SCB_FIRMENNR (PK);SCB_FIRMENNR
SCB_PERSONENID (PK);SCB_PERSONENID
SCB_AENDERUNGSDATUM;SCB_AENDERUNGSDATUM
SCB_ERSTELLDATUM;SCB_ERSTELLDATUM
SCB_ERSTELLUSER;SCB_ERSTELLUSER
SCB_LETZTERUSER;SCB_LETZTERUSER
SCC_REVISIONSNR_SVN (PK);SCC_REVISIONSNR_SVN
SCC_FILELFDNR (PK);SCC_FILELFDNR
SCC_FILEFULLNAME_SVN (PK);SCC_FILEFULLNAME_SVN
SCC_SVNREPOKZ (PK);SCC_SVNREPOKZ
SCC_FILENAME_SVN;SCC_FILENAME_SVN
SCC_FILEATTR_SVN;SCC_FILEATTR_SVN
SCC_AENDERUNGSDATUM;SCC_AENDERUNGSDATUM
SCC_ERSTELLDATUM;SCC_ERSTELLDATUM
SCC_ERSTELLUSER;SCC_ERSTELLUSER
SCC_LETZTERUSER;SCC_LETZTERUSER
SCC_UNDO_REVISIONSNR_SVN;SCC_UNDO_REVISIONSNR_SVN
SCC_UNDO_FILELFDNR;SCC_UNDO_FILELFDNR
SCD_SCRNR (PK);SCD_SCRNR
SCD_MASTERSCRNR (PK);SCD_MASTERSCRNR
SCD_AENDERUNGSDATUM;SCD_AENDERUNGSDATUM
SCD_ERSTELLDATUM;SCD_ERSTELLDATUM
SCD_ERSTELLUSER;SCD_ERSTELLUSER
SCD_LETZTERUSER;SCD_LETZTERUSER
SCF_SCRNR (PK);SCF_SCRNR
SCF_SCRFILELFDNR (PK);SCF_SCRFILELFDNR
SCF_ISTAKTIV;SCF_ISTAKTIV
SCF_DATEINAME;SCF_DATEINAME
SCF_BLOBLFDNR;SCF_BLOBLFDNR
SCF_AENDERUNGSDATUM;SCF_AENDERUNGSDATUM
SCF_ERSTELLDATUM;SCF_ERSTELLDATUM
SCF_ERSTELLUSER;SCF_ERSTELLUSER
SCF_LETZTERUSER;SCF_LETZTERUSER
SCJ_SCRNR (PK);SCJ_SCRNR
SCJ_FIRMENNR (PK);SCJ_FIRMENNR
SCJ_PROJEKTNR (PK);SCJ_PROJEKTNR
SCJ_PROJEKTTYP (PK);SCJ_PROJEKTTYP
SCJ_AENDERUNGSDATUM;SCJ_AENDERUNGSDATUM
SCJ_ERSTELLDATUM;SCJ_ERSTELLDATUM
SCJ_ERSTELLUSER;SCJ_ERSTELLUSER
SCJ_LETZTERUSER;SCJ_LETZTERUSER
SCM_SCRNR (PK);SCM_SCRNR
SCM_SCRTITEL;SCM_SCRTITEL
SCM_VERANTW_BMDUSERID;SCM_VERANTW_BMDUSERID
SCM_SCRBESCH;SCM_SCRBESCH
SCM_SCRART;SCM_SCRART
SCM_SCRPAKETNR;SCM_SCRPAKETNR
SCM_SCRPROJEKTNR;SCM_SCRPROJEKTNR
SCM_SCRDAUER;SCM_SCRDAUER
SCM_BESITZER_BMDUSERID;SCM_BESITZER_BMDUSERID
SCM_SCRPRIORITAET;SCM_SCRPRIORITAET
SCM_SCRZUSTAND;SCM_SCRZUSTAND
SCM_SCRSTATUS;SCM_SCRSTATUS
SCM_SCRGEFUNDENVON;SCM_SCRGEFUNDENVON
SCM_SCRTESTGRAD;SCM_SCRTESTGRAD
SCM_SCRUPDHINWEISE;SCM_SCRUPDHINWEISE
SCM_SCRAUTOTEST;SCM_SCRAUTOTEST
SCM_AENDERUNGSDATUM;SCM_AENDERUNGSDATUM
SCM_ERSTELLDATUM;SCM_ERSTELLDATUM
SCM_ERSTELLUSER;SCM_ERSTELLUSER
SCM_LETZTERUSER;SCM_LETZTERUSER
SCM_SONDERFREIGABE;SCM_SONDERFREIGABE
SCM_AUFGABENNR;SCM_AUFGABENNR
SCM_SCRLOESUNG;SCM_SCRLOESUNG
SCM_GEPLANTEVERSION;SCM_GEPLANTEVERSION
SCM_VERSION;SCM_VERSION
SCM_REVISIONEN;SCM_REVISIONEN
SCM_ENTW_ZEITRAUM;SCM_ENTW_ZEITRAUM
SCM_FARBCODETABNR;SCM_FARBCODETABNR
SCM_FARBCODENR;SCM_FARBCODENR
SCM_SCRDOKU;SCM_SCRDOKU
SCM_DOKU_PPSKAPAID;SCM_DOKU_PPSKAPAID
SCM_README;SCM_README
SCM_READMELINK;SCM_READMELINK
SCM_TESTGRUPPEID;SCM_TESTGRUPPEID
SCM_FEHLERQUELLE;SCM_FEHLERQUELLE
SCM_FEHLERKERN;SCM_FEHLERKERN
SCM_FEHLERSCHWERE;SCM_FEHLERSCHWERE
SCM_FEHLERGEWICHTUNG;SCM_FEHLERGEWICHTUNG
SCM_BEHEBTFEHLERVON_SCRNR;SCM_BEHEBTFEHLERVON_SCRNR
SCM_UPDATEREVISIONSNR_SVN;SCM_UPDATEREVISIONSNR_SVN
SCM_MAXREVISIONSNR_SVN;SCM_MAXREVISIONSNR_SVN
SCM_AUTOCLOSE;SCM_AUTOCLOSE
SCM_FREIFELDN01_9;SCM_FREIFELDN01_9
SCM_FREIFELDN02_9;SCM_FREIFELDN02_9
SCM_FREIFELDN03_9;SCM_FREIFELDN03_9
SCM_FREIFELDN04_9;SCM_FREIFELDN04_9
SCM_FREIFELDN05_9;SCM_FREIFELDN05_9
SCM_FREIFELDN01_1;SCM_FREIFELDN01_1
SCM_FREIFELDN02_1;SCM_FREIFELDN02_1
SCM_FREIFELDN03_1;SCM_FREIFELDN03_1
SCM_FREIFELDN04_1;SCM_FREIFELDN04_1
SCM_FREIFELDN05_1;SCM_FREIFELDN05_1
SCM_FREIFELDA01_50;SCM_FREIFELDA01_50
SCM_FREIFELDA02_50;SCM_FREIFELDA02_50
SCM_FREIFELDA03_50;SCM_FREIFELDA03_50
SCM_FREIFELDA04_50;SCM_FREIFELDA04_50
SCM_FREIFELDA05_50;SCM_FREIFELDA05_50
SCM_FREIFELDA01_100;SCM_FREIFELDA01_100
SCM_FREIFELDA02_100;SCM_FREIFELDA02_100
SCM_FREIFELDA03_100;SCM_FREIFELDA03_100
SCM_FREIFELDA04_100;SCM_FREIFELDA04_100
SCM_FREIFELDA05_100;SCM_FREIFELDA05_100
SCM_SCRKZ;SCM_SCRKZ
SCM_HLDID;SCM_HLDID
SCM_BEDIENBARKEIT;SCM_BEDIENBARKEIT
SCM_PPSKAPAID;SCM_PPSKAPAID
SCM_TEST_PPSKAPAID;SCM_TEST_PPSKAPAID
SCM_NTCSPAKETNR;SCM_NTCSPAKETNR
SCM_TIC_TICKETKZ;SCM_TIC_TICKETKZ
SCM_TIC_LEVEL;SCM_TIC_LEVEL
SCM_TIC_SOLLFERTIGBIS;SCM_TIC_SOLLFERTIGBIS
SCM_TIC_SCHLAGWOERTER;SCM_TIC_SCHLAGWOERTER
SCM_TIC_KUNDE_FIRMENNR;SCM_TIC_KUNDE_FIRMENNR
SCM_TIC_KUNDE_KLID;SCM_TIC_KUNDE_KLID
SCM_TIC_ESKALATIONSSTUFE;SCM_TIC_ESKALATIONSSTUFE
SCM_TIC_PRIORITAET_KUNDE;SCM_TIC_PRIORITAET_KUNDE
SCM_PER_FIRMENNR;SCM_PER_FIRMENNR
SCM_PERSONENID;SCM_PERSONENID
SCM_SOFTWARE;SCM_SOFTWARE
SCM_TIC_MERGE_SCRNR;SCM_TIC_MERGE_SCRNR
SCM_WIIID;SCM_WIIID
SCM_TIC_VERSIONSNR;SCM_TIC_VERSIONSNR
SCM_SENDMAILONQASUCCESS;SCM_SENDMAILONQASUCCESS
SCN_SCRNR (PK);SCN_SCRNR
SCN_SCRNOTIZLFDNR (PK);SCN_SCRNOTIZLFDNR
SCN_ISTAKTIV;SCN_ISTAKTIV
SCN_SCRNOTIZTITEL;SCN_SCRNOTIZTITEL
SCN_BLOBLFDNR;SCN_BLOBLFDNR
SCN_AENDERUNGSDATUM;SCN_AENDERUNGSDATUM
SCN_ERSTELLDATUM;SCN_ERSTELLDATUM
SCN_ERSTELLUSER;SCN_ERSTELLUSER
SCN_LETZTERUSER;SCN_LETZTERUSER
SCP_SCRNR (PK);SCP_SCRNR
SCP_SCRPROTLFDNR (PK);SCP_SCRPROTLFDNR
SCP_SCRPROTFELDNAME;SCP_SCRPROTFELDNAME
SCP_SCRPROTWERTALT;SCP_SCRPROTWERTALT
SCP_SCRPROTWERTNEU;SCP_SCRPROTWERTNEU
SCP_AENDERUNGSDATUM;SCP_AENDERUNGSDATUM
SCP_ERSTELLDATUM;SCP_ERSTELLDATUM
SCP_ERSTELLUSER;SCP_ERSTELLUSER
SCP_LETZTERUSER;SCP_LETZTERUSER
SCP_SCRPROTMCA;SCP_SCRPROTMCA
SCP_SCRPROTKZALT;SCP_SCRPROTKZALT
SCP_SCRPROTKZNEU;SCP_SCRPROTKZNEU
SCR_SCRREGELID (PK);SCR_SCRREGELID
SCR_VERANTWUSERID;SCR_VERANTWUSERID
SCR_BESITZERUSERID;SCR_BESITZERUSERID
SCR_SCRZUSTAND;SCR_SCRZUSTAND
SCR_SCRPROJEKTNR_VON;SCR_SCRPROJEKTNR_VON
SCR_SCRPROJEKTNR_BIS;SCR_SCRPROJEKTNR_BIS
SCR_SCRART;SCR_SCRART
SCR_REIHUNG;SCR_REIHUNG
SCR_AENDERUNGSDATUM;SCR_AENDERUNGSDATUM
SCR_ERSTELLDATUM;SCR_ERSTELLDATUM
SCR_ERSTELLUSER;SCR_ERSTELLUSER
SCR_LETZTERUSER;SCR_LETZTERUSER
SCR_BESITZERKZ;SCR_BESITZERKZ
SCR_SCRPAKETNR;SCR_SCRPAKETNR
SCR_SCRGEFUNDENVON;SCR_SCRGEFUNDENVON
SCT_SCRNR (PK);SCT_SCRNR
SCT_BMDUSERID (PK);SCT_BMDUSERID
SCT_AENDERUNGSDATUM;SCT_AENDERUNGSDATUM
SCT_ERSTELLDATUM;SCT_ERSTELLDATUM
SCT_ERSTELLUSER;SCT_ERSTELLUSER
SCT_LETZTERUSER;SCT_LETZTERUSER
SCV_REVISIONSNR_SVN (PK);SCV_REVISIONSNR_SVN
SCV_SVNREPOKZ (PK);SCV_SVNREPOKZ
SCV_REVISIONSINFO_SVN;SCV_REVISIONSINFO_SVN
SCV_LOGMESSAGE;SCV_LOGMESSAGE
SCV_SCRNR;SCV_SCRNR
SCV_AENDERUNGSDATUM;SCV_AENDERUNGSDATUM
SCV_ERSTELLDATUM;SCV_ERSTELLDATUM
SCV_ERSTELLUSER;SCV_ERSTELLUSER
SCV_LETZTERUSER;SCV_LETZTERUSER
SCV_VERSION_TORTOISEPROC;SCV_VERSION_TORTOISEPROC
SCV_VERSION_SVN;SCV_VERSION_SVN
SCY_SCRNR_ABHAENGIG (PK);SCY_SCRNR_ABHAENGIG
SCY_SCRNR_UEBEL (PK);SCY_SCRNR_UEBEL
SCY_SCYKIND (PK);SCY_SCYKIND
SCY_AENDERUNGSDATUM;SCY_AENDERUNGSDATUM
SCY_ERSTELLDATUM;SCY_ERSTELLDATUM
SCY_ERSTELLUSER;SCY_ERSTELLUSER
SCY_LETZTERUSER;SCY_LETZTERUSER
SDT_SDTID (PK);SDT_SDTID
SDT_SCRNR;SDT_SCRNR
SDT_HLDID;SDT_HLDID
SDT_HLBID;SDT_HLBID
SDT_IMAGENAME;SDT_IMAGENAME
SDT_AENDERUNGSDATUM;SDT_AENDERUNGSDATUM
SDT_ERSTELLDATUM;SDT_ERSTELLDATUM
SDT_ERSTELLUSER;SDT_ERSTELLUSER
SDT_LETZTERUSER;SDT_LETZTERUSER
SDT_INHALTSVERZEICHNIS;SDT_INHALTSVERZEICHNIS
SDT_FELDBESCHREIBUNG;SDT_FELDBESCHREIBUNG
SDT_PARAMETER;SDT_PARAMETER
SDT_WEITERLEITUNG;SDT_WEITERLEITUNG
SDT_STATUS;SDT_STATUS
SDT_NLSID;SDT_NLSID
SPF_SPFID (PK);SPF_SPFID
SPF_FIRMENNR;SPF_FIRMENNR
SPF_PROJEKTNR;SPF_PROJEKTNR
SPF_PROJEKTTYP;SPF_PROJEKTTYP
SPF_DATEINAME;SPF_DATEINAME
SPF_DATEIINFO;SPF_DATEIINFO
SPF_AENDERUNGSDATUM;SPF_AENDERUNGSDATUM
SPF_ERSTELLDATUM;SPF_ERSTELLDATUM
SPF_ERSTELLUSER;SPF_ERSTELLUSER
SPF_LETZTERUSER;SPF_LETZTERUSER
SPG_PGMNR (PK);SPG_PGMNR
SPG_PGMBEZ;SPG_PGMBEZ
SPG_MATCHCODE;SPG_MATCHCODE
SPG_PGMBESCH;SPG_PGMBESCH
SPG_AENDERUNGSDATUM;SPG_AENDERUNGSDATUM
SPG_ERSTELLDATUM;SPG_ERSTELLDATUM
SPG_ERSTELLUSER;SPG_ERSTELLUSER
SPG_LETZTERUSER;SPG_LETZTERUSER
SPG_AKTIV_DEV_ANZEIGE;SPG_AKTIV_DEV_ANZEIGE
SPG_AKTIV_TRUNK_COMP;SPG_AKTIV_TRUNK_COMP
SPG_AKTIV_BRANCHES_COMP;SPG_AKTIV_BRANCHES_COMP
SPG_AKTIV_VERSION_COMP;SPG_AKTIV_VERSION_COMP
SPG_COMP_SCHALTER;SPG_COMP_SCHALTER
SPU_SCRNR (PK);SPU_SCRNR
SPU_PGMNR (PK);SPU_PGMNR
SPU_AENDERUNGSDATUM;SPU_AENDERUNGSDATUM
SPU_ERSTELLDATUM;SPU_ERSTELLDATUM
SPU_ERSTELLUSER;SPU_ERSTELLUSER
SPU_LETZTERUSER;SPU_LETZTERUSER
HAUPTGRUPPENNAME_;HAUPTGRUPPENNAME_
ERZEUGE_ANSI;ERZEUGE_ANSI
ORA_LEADINGTABLE;ORA_LEADINGTABLE
ORA_JOINORDER;ORA_JOINORDER
ORA_INDEXTABLE;ORA_INDEXTABLE
ORA_INDEXNAME;ORA_INDEXNAME
MSQ_LEADINGTABLE;MSQ_LEADINGTABLE
MSQ_JOINORDER;MSQ_JOINORDER
MSQ_INDEXTABLE;MSQ_INDEXTABLE
MSQ_INDEXNAME;MSQ_INDEXNAME
ANSI_SQLTEXT;ANSI_SQLTEXT
ANSI_SQLTEXT1;ANSI_SQLTEXT1
ANSI_SQLTEXT2;ANSI_SQLTEXT2
ANSI_SQLTEXT3;ANSI_SQLTEXT3
BESCHREIBUNG_TMP;BESCHREIBUNG_TMP
NLSOK_ENG;NLSOK_ENG
NLSOK_ITA;NLSOK_ITA
NLSOK_HUN;NLSOK_HUN
NLSOK_SVK;NLSOK_SVK
NLSOK_SLO;NLSOK_SLO
NLSOK_CZH;NLSOK_CZH
NLSOK_KRO;NLSOK_KRO
TAZ_SCRNR (PK);TAZ_SCRNR
TAZ_AUG_AUFGABENNR (PK);TAZ_AUG_AUFGABENNR
TAZ_AENDERUNGSDATUM;TAZ_AENDERUNGSDATUM
TAZ_ERSTELLDATUM;TAZ_ERSTELLDATUM
TAZ_ERSTELLUSER;TAZ_ERSTELLUSER
TAZ_LETZTERUSER;TAZ_LETZTERUSER
TBT_SCRNR (PK);TBT_SCRNR
TBT_KATEGORIEKZ (PK);TBT_KATEGORIEKZ
TBT_KATEGORIELFDNR (PK);TBT_KATEGORIELFDNR
TBT_AENDERUNGSDATUM;TBT_AENDERUNGSDATUM
TBT_ERSTELLDATUM;TBT_ERSTELLDATUM
TBT_ERSTELLUSER;TBT_ERSTELLUSER
TBT_LETZTERUSER;TBT_LETZTERUSER
TIZ_SCRNR (PK);TIZ_SCRNR
TIZ_PCK_PPSKAPAID (PK);TIZ_PCK_PPSKAPAID
TIZ_AENDERUNGSDATUM;TIZ_AENDERUNGSDATUM
TIZ_ERSTELLDATUM;TIZ_ERSTELLDATUM
TIZ_ERSTELLUSER;TIZ_ERSTELLUSER
TIZ_LETZTERUSER;TIZ_LETZTERUSER
TKT_SCRNR (PK);TKT_SCRNR
TKT_BEREICHKZ (PK);TKT_BEREICHKZ
TKT_BEREICHLFDNR (PK);TKT_BEREICHLFDNR
TKT_AENDERUNGSDATUM;TKT_AENDERUNGSDATUM
TKT_ERSTELLDATUM;TKT_ERSTELLDATUM
TKT_ERSTELLUSER;TKT_ERSTELLUSER
TKT_LETZTERUSER;TKT_LETZTERUSER
TKZ_SCRNR (PK);TKZ_SCRNR
TKZ_TPR_FIRMENNR (PK);TKZ_TPR_FIRMENNR
TKZ_TPR_TELPROTLFDNR (PK);TKZ_TPR_TELPROTLFDNR
TKZ_AENDERUNGSDATUM;TKZ_AENDERUNGSDATUM
TKZ_ERSTELLDATUM;TKZ_ERSTELLDATUM
TKZ_ERSTELLUSER;TKZ_ERSTELLUSER
TKZ_LETZTERUSER;TKZ_LETZTERUSER
UAZ_LINKNR (PK);UAZ_LINKNR
UAZ_HAUPTGRUPPE (PK);UAZ_HAUPTGRUPPE
UAZ_UNTERGRUPPE (PK);UAZ_UNTERGRUPPE
UAZ_AUSLIEFERKZ;UAZ_AUSLIEFERKZ
UAZ_AENDERUNGSDATUM;UAZ_AENDERUNGSDATUM
UAZ_ERSTELLDATUM;UAZ_ERSTELLDATUM
UAZ_ERSTELLUSER;UAZ_ERSTELLUSER
UAZ_LETZTERUSER;UAZ_LETZTERUSER
SCM_PPSKAPAID;SCM_PPSKAPAID
SCRNR_VIA_STATUS_UPLAEND;SCRNR_VIA_STATUS_UPLAEND
SCRNR_VIA_UPLAEND;SCRNR_VIA_UPLAEND
SCRNR_VIA_UPHAEND;SCRNR_VIA_UPHAEND
UPH_SCRNR (PK);UPH_SCRNR
UPH_BLOBLFDNR;UPH_BLOBLFDNR
UPH_NLSOK;UPH_NLSOK
UPH_NLSOK_ENG;UPH_NLSOK_ENG
UPH_NLSOK_ITA;UPH_NLSOK_ITA
UPH_NLSOK_HUN;UPH_NLSOK_HUN
UPH_NLSOK_SVK;UPH_NLSOK_SVK
UPH_NLSOK_SLO;UPH_NLSOK_SLO
UPH_NLSOK_CZH;UPH_NLSOK_CZH
UPH_NLSOK_KRO;UPH_NLSOK_KRO
UPH_AENDERUNGSDATUM;UPH_AENDERUNGSDATUM
UPH_ERSTELLDATUM;UPH_ERSTELLDATUM
UPH_ERSTELLUSER;UPH_ERSTELLUSER
UPH_LETZTERUSER;UPH_LETZTERUSER
UPH_PAKETNR;UPH_PAKETNR
UPH_NLSOK_TUR;UPH_NLSOK_TUR
UPH_NLSOK_FRA;UPH_NLSOK_FRA
UPH_PAKETKZ;UPH_PAKETKZ
UPH_PAKETLFDNR;UPH_PAKETLFDNR
UPH_MODULKZ;UPH_MODULKZ
UPH_MODULLFDNR;UPH_MODULLFDNR
UPH_ISTADMIN;UPH_ISTADMIN
UPH_STATUSKZ;UPH_STATUSKZ
UPH_AUFHOMEPAGE;UPH_AUFHOMEPAGE
UPH_ISTWICHTIG;UPH_ISTWICHTIG
UPH_ISTJAHRESUPH;UPH_ISTJAHRESUPH
UPH_ZERTIFIZIERRELEVANT;UPH_ZERTIFIZIERRELEVANT
UPH_WIIID;UPH_WIIID
UPH_WIIKZ;UPH_WIIKZ
UPL_SCRNR (PK);UPL_SCRNR
UPL_NLSID (PK);UPL_NLSID
UPL_NLSOK;UPL_NLSOK
UPL_HTML;UPL_HTML
UPL_AENDERUNGSDATUM;UPL_AENDERUNGSDATUM
UPL_ERSTELLDATUM;UPL_ERSTELLDATUM
UPL_ERSTELLUSER;UPL_ERSTELLUSER
UPL_LETZTERUSER;UPL_LETZTERUSER
VEV_VEV_VERSIONSNR (PK);VEV_VEV_VERSIONSNR
VEV_ISTPATCH;VEV_ISTPATCH
VEV_ISTAUFDVD;VEV_ISTAUFDVD
VEV_VERSIONSERSTELLDATUM;VEV_VERSIONSERSTELLDATUM
VEV_AENDERUNGSDATUM;VEV_AENDERUNGSDATUM
VEV_ERSTELLDATUM;VEV_ERSTELLDATUM
VEV_ERSTELLUSER;VEV_ERSTELLUSER
VEV_LETZTERUSER;VEV_LETZTERUSER
VEV_VERSIONSBESCHREIBUNG;VEV_VERSIONSBESCHREIBUNG
WIF_WIIID (PK);WIF_WIIID
WIF_FUNKTIONSNR (PK);WIF_FUNKTIONSNR
WIF_AENDERUNGSDATUM;WIF_AENDERUNGSDATUM
WIF_ERSTELLDATUM;WIF_ERSTELLDATUM
WIF_ERSTELLUSER;WIF_ERSTELLUSER
WIF_LETZTERUSER;WIF_LETZTERUSER
WII_WIIID (PK);WII_WIIID
WII_WIIKZ;WII_WIIKZ
WII_PAKETKZ;WII_PAKETKZ
WII_PAKETLFDNR;WII_PAKETLFDNR
WII_MODULKZ;WII_MODULKZ
WII_MODULLFDNR;WII_MODULLFDNR
WII_ISTADMIN;WII_ISTADMIN
WII_STATUSKZ;WII_STATUSKZ
WII_AUFHOMEPAGE;WII_AUFHOMEPAGE
WII_ISTWICHTIG;WII_ISTWICHTIG
WII_ISTJAHRESUPDATE;WII_ISTJAHRESUPDATE
